"sex";"age";"nationality";"politics";"WasonOrder";"Harm";"Fairness";"Loyalty";"Authority";"Purity";"Tasktype";"GotRight"
"Female";26;"India";4;"After";5.75;5;4.75;4.25;5.25;"Authority";"Wrong"
"Male";35;"USA";4;"After";3.75;4;2.75;3;2.25;"Purity";"Right"
"Female";30;"USA";2;"After";4.5;5.25;2;2.5;2.75;"Control_descriptive";"Wrong"
"Male";24;"India";3;"After";4;4.75;5;5.5;5.25;"Loyalty";"Wrong"
"Male";37;"India";5;"After";5.75;5.75;4.5;3.75;4.75;"Control_descriptive";"Wrong"
"Male";23;"USA";3;"After";4.5;5.25;3.75;3;2.5;"Harm";"Right"
"Female";66;"USA";6;"After";5.25;5.5;4.75;4.75;4.5;"Loyalty";"Wrong"
"Female";24;"USA";4;"Before";4.5;4.25;4;4.75;3.75;"Authority";"Wrong"
"Male";50;"Other";5;"Before";4;5;3;4.5;4;"Purity";"Right"
"Male";23;"USA";NA;"After";4.75;6;3.25;4.75;3.75;"Loyalty";"Right"
"Male";33;"USA";4;"Before";3.25;5.25;3;3.75;2.75;"Loyalty";"Right"
"Female";57;"USA";1;"After";4.25;5.25;4.25;4.75;3.75;"Harm";"Wrong"
"Female";21;"India";4;"After";3.75;4.5;5;4.75;4.75;"Fairness";"Wrong"
"Male";56;"India";2;"After";4.25;5.25;5.25;4.5;4.5;"Fairness";"Wrong"
"Female";34;"USA";3;"After";4.25;3.75;4.25;4.75;4.5;"Harm";"Right"
"Male";34;"USA";4;"Before";5.5;4.75;3.5;4.25;4.5;"Harm";"Wrong"
"Male";53;"USA";3;"Before";5;6;2.75;2.25;1.5;"Authority";"Right"
"Female";29;"USA";2;"After";5;5;2.25;2.75;5;"Control_descriptive";"Wrong"
"Male";24;"USA";1;"After";5;5.25;5.25;5.5;2.75;"Loyalty";"Wrong"
"Female";51;"USA";3;"Before";4.75;5.25;4.75;4.5;3.75;"Authority";"Right"
"Male";26;"India";2;"After";3.5;3.75;5;4.75;3;"Loyalty";"Wrong"
"Female";24;"USA";3;"Before";4.25;4.5;4.25;3.75;3.75;"Loyalty";"Wrong"
"Female";57;"India";5;"After";4.25;2.5;4;4.75;4.5;"Fairness";"Wrong"
"Female";27;"USA";6;"Before";3;3.25;4;4;5;"Purity";"Right"
"Female";48;"USA";2;"After";5.75;5.75;5;6;5.5;"Control_descriptive";"Right"
"Male";44;"USA";6;"After";4.75;4;4.25;4.25;3.25;"Loyalty";"Wrong"
"Male";70;"USA";5;"Before";4.75;5.5;4.75;4.25;5.25;"Control_deontic";"Wrong"
"Female";44;"USA";5;"Before";3.75;4;4.25;4.5;3.75;"Fairness";"Wrong"
"Male";24;"USA";4;"After";5.75;5.25;3.25;3.25;3.5;"Harm";"Right"
"Male";23;"USA";2;"Before";4.75;6;2.75;4;4.75;"Control_deontic";"Wrong"
"Female";34;"USA";1;"Before";5.75;5.5;2.5;2;2.25;"Fairness";"Right"
"Male";31;"USA";1;"After";5.5;5.75;3.75;3.75;3.75;"Control_descriptive";"Wrong"
"Male";54;"USA";5;"Before";4.5;5;4;3.5;3;"Control_deontic";"Wrong"
"Female";27;"USA";3;"After";5.75;4.75;3.5;2.5;3;"Harm";"Right"
"Female";51;"USA";3;"After";5.5;5.75;2.75;3.75;5.5;"Authority";"Right"
"Female";28;"USA";3;"After";5.5;5.5;4.25;4.25;5;"Control_descriptive";"Wrong"
"Female";51;"USA";4;"After";4.75;5;3.25;3.25;4.25;"Control_deontic";"Wrong"
"Female";21;"USA";3;"After";3.25;4;3.25;3.25;3.5;"Authority";"Right"
"Male";28;"USA";4;"Before";3.25;3.25;3.5;4.25;4.5;"Harm";"Right"
"Female";48;"USA";2;"After";4;4.25;3;3.25;2.5;"Purity";"Wrong"
"Male";37;"USA";3;"Before";3.25;3.75;4;4.75;5.25;"Loyalty";"Right"
"Female";33;"USA";2;"Before";5;5;3.5;4;3.75;"Control_deontic";"Right"
"Female";26;"USA";3;"After";5.25;5;1.25;1;1;"Harm";"Wrong"
"Male";31;"USA";3;"Before";4.25;4;5.5;5.75;5;"Fairness";"Right"
"Male";38;"USA";3;"Before";4;4.5;3.25;3.75;3.75;"Purity";"Wrong"
"Male";26;"USA";2;"Before";3.5;4;4.5;4.25;4;"Loyalty";"Wrong"
"Male";28;"USA";5;"Before";4.5;4.5;3;3.5;3.75;"Authority";"Wrong"
"Male";28;"USA";2;"Before";5;4.5;4.5;3.5;2.25;"Authority";"Right"
"Female";48;"India";4;"After";4.5;5.5;4.25;5.25;4.25;"Control_descriptive";"Right"
"Female";31;"USA";1;"After";6;5.25;2.75;2.5;2;"Loyalty";"Right"
"Male";25;"USA";3;"After";5.75;6;4.25;4.25;1;"Loyalty";"Wrong"
"Male";39;"India";4;"After";3.25;4.75;5;4.75;4.75;"Fairness";"Wrong"
"Male";47;"USA";1;"Before";4;4.25;2.75;2.25;2;"Loyalty";"Right"
"Female";41;"USA";3;"Before";4.5;4.5;3;3.75;3;"Fairness";"Wrong"
"Female";35;"USA";1;"Before";5;4.5;2.25;2.25;1.25;"Harm";"Right"
"Female";24;"USA";2;"Before";3;4;1.75;2;2.75;"Authority";"Right"
"Female";52;"USA";6;"After";5.5;4.5;3.5;3.75;5.25;"Control_descriptive";"Wrong"
"Female";54;"USA";3;"Before";5.5;5.25;3.25;2.25;2;"Loyalty";"Wrong"
"Female";28;"USA";2;"After";4;4.5;3;4;3.75;"Harm";"Wrong"
"Female";32;"USA";3;"Before";5.5;5.75;2.75;2.5;2.5;"Purity";"Right"
"Female";51;"USA";4;"Before";5.75;5;4.5;4.75;4.5;"Purity";"Wrong"
"Female";29;"USA";2;"After";4.25;4.25;3;4;3.75;"Harm";"Wrong"
"Male";43;"USA";2;"Before";4.25;5.25;3.5;3;2.25;"Control_descriptive";"Wrong"
"Male";32;"USA";2;"Before";3.75;4.75;2.5;2.25;1;"Control_descriptive";"Wrong"
"Female";23;"USA";1;"After";4.75;5.25;1.25;1;1.5;"Control_deontic";"Right"
"Female";41;"USA";3;"Before";3.75;5.25;2.25;3.25;2.5;"Control_descriptive";"Right"
"Female";24;"India";4;"After";4.5;4.25;3.75;6;2.75;"Purity";"Wrong"
"Female";55;"USA";4;"After";4.25;4.5;4.5;3.25;3.5;"Fairness";"Right"
"Male";32;"USA";2;"After";5.25;5.25;4.25;1.75;4.5;"Purity";"Right"
"Male";29;"USA";3;"Before";4.5;4.25;3.75;2.75;4;"Control_deontic";"Wrong"
"Female";23;"USA";4;"After";4.5;4.25;3.5;4.5;3.25;"Authority";"Right"
"Female";38;"USA";2;"Before";5;4;5;4;4;"Harm";"Right"
"Female";29;"USA";2;"After";4.25;4.25;2;2.5;2.25;"Authority";"Right"
"Male";30;"USA";3;"Before";5;5;4;4;2.5;"Purity";"Right"
"Female";34;"USA";5;"Before";5;5.25;4;4.5;3.75;"Harm";"Right"
"Male";25;"USA";4;"Before";3;3.25;3;3.5;1.5;"Harm";"Right"
"Male";21;"India";3;"After";5.5;5;4.25;2.75;4;"Purity";"Wrong"
"Female";46;"USA";4;"Before";3.75;4.25;5;4;3;"Harm";"Wrong"
"Female";60;"USA";4;"Before";5.75;5;5.5;4.75;5;"Purity";"Right"
"Male";27;"USA";3;"After";4.5;4.5;3.5;3;3.25;"Harm";"Wrong"
"Female";23;"Other";5;"Before";4.25;4.5;4.5;5;5.5;"Loyalty";"Wrong"
"Female";31;"USA";2;"Before";5.25;5.25;2.5;3;2.75;"Purity";"Right"
"Female";34;"USA";2;"After";4.25;4.75;2.25;3.25;1.75;"Control_deontic";"Wrong"
"Male";24;"USA";2;"Before";2.25;4;2;1.5;2.75;"Purity";"Right"
"Female";27;"USA";3;"Before";5;5;3.25;2.75;4.75;"Control_deontic";"Wrong"
"Female";29;"USA";2;"After";5;4.75;4;4.5;2;"Fairness";"Right"
"Female";42;"USA";4;"Before";4.25;4;3.75;4;4;"Control_descriptive";"Wrong"
"Female";26;"USA";2;"After";5.25;5.25;2.25;2;3.75;"Control_descriptive";"Wrong"
"Female";52;"USA";6;"After";4;4.25;3.5;4.5;5;"Loyalty";"Wrong"
"Male";54;"USA";5;"Before";6;6;3.75;4.75;5;"Harm";"Right"
"Female";27;"USA";2;"Before";5;4.75;3.5;3;4.5;"Control_deontic";"Wrong"
"Female";20;"USA";4;"Before";5.75;5.25;4.25;4.75;4.75;"Control_deontic";"Right"
"Male";22;"USA";1;"Before";3.75;4.75;1.25;1.5;2.75;"Control_deontic";"Wrong"
"Female";28;"India";4;"After";5;3.5;4.5;4;3.5;"Loyalty";"Wrong"
"Female";34;"USA";4;"After";3.75;3.5;4;3.25;3.5;"Control_descriptive";"Wrong"
"Female";32;"USA";3;"After";4.75;6;4.25;4;3.25;"Control_descriptive";"Right"
"Male";26;"USA";3;"After";5.25;5.5;4.25;3.5;3.25;"Fairness";"Right"
"Male";57;"India";2;"After";4.25;5;5.25;4.75;4;"Purity";"Wrong"
"Male";21;"USA";2;"Before";5.5;4.5;2.25;1.5;2.25;"Authority";"Wrong"
"Male";22;"USA";3;"Before";5;5.5;4.25;4;3.5;"Control_deontic";"Right"
"Male";21;"USA";4;"After";3.5;4;3;3.75;4.25;"Harm";"Right"
"Female";25;"USA";3;"Before";5;4.75;5;4.25;3;"Control_deontic";"Wrong"
"Female";27;"India";1;"After";3.5;5.25;4.5;3.25;3.75;"Fairness";"Wrong"
"Male";50;"USA";6;"After";4.25;4.75;3.25;3.75;5.25;"Authority";"Right"
"Female";42;"USA";5;"After";4.75;4.25;4.5;3;4.25;"Authority";"Right"
"Male";55;"USA";5;"After";6;5.75;4;4.75;4.5;"Harm";"Wrong"
"Female";36;"USA";3;"After";4.5;4;2;3.25;1.75;"Harm";"Wrong"
"Female";25;"USA";1;"Before";5.5;5.5;3.75;3.25;3;"Harm";"Wrong"
"Female";27;"USA";1;"Before";2.75;3.75;2.75;3;2.25;"Harm";"Right"
"Female";49;"USA";2;"After";5.5;5.75;5;4.25;3.5;"Loyalty";"Wrong"
"Female";27;"USA";1;"Before";5.5;5.5;3.75;3;3.5;"Control_deontic";"Wrong"
"Male";24;"USA";1;"Before";4.75;3.75;2;2;1;"Harm";"Wrong"
"Male";23;"USA";2;"Before";4.25;3.5;2.5;4.25;2.5;"Control_deontic";"Wrong"
"Male";46;"USA";5;"After";4;5.25;4;4;3.25;"Loyalty";"Wrong"
"Male";38;"USA";2;"After";5;4.75;4.25;3.25;1.75;"Fairness";"Right"
"Male";33;"USA";3;"Before";3.25;4.25;4.25;4.25;4.25;"Loyalty";"Wrong"
"Male";50;"USA";5;"After";5;4.5;4.25;3.75;4;"Purity";"Wrong"
"Male";26;"USA";3;"After";5.25;5;4.75;5.25;5.25;"Control_deontic";"Wrong"
"Female";24;"USA";4;"Before";4;4;3.5;3.5;5;"Loyalty";"Right"
"Female";40;"USA";2;"After";5.5;5.75;4.25;3;2.75;"Purity";"Right"
"Female";45;"USA";4;"Before";4.5;5.25;4.25;3.5;3.25;"Harm";"Right"
"Female";29;"Other";2;"After";6;5.75;2.75;2.5;2.75;"Authority";"Right"
"Female";48;"USA";2;"Before";4.75;6;3.5;3;4.75;"Purity";"Wrong"
"Female";23;"USA";5;"Before";3.5;2.5;3.5;4;3.75;"Loyalty";"Wrong"
"Female";24;"USA";1;"Before";5.25;5.25;3.25;3.25;3.75;"Authority";"Wrong"
"Male";28;"USA";5;"After";4.5;3;4.5;4.5;4.25;"Control_descriptive";"Wrong"
"Female";29;"USA";2;"After";4.75;5.25;2.75;4;3.5;"Purity";"Wrong"
"Male";42;"USA";2;"Before";4.5;4;3;1.75;1;"Purity";"Right"
"Male";61;"USA";3;"After";4.25;4.5;3.75;2.75;1;"Harm";"Right"
"Female";54;"USA";3;"Before";5;5.5;3.25;3.5;4;"Control_deontic";"Wrong"
"Male";42;"USA";1;"Before";5.5;6;3;2;1.5;"Authority";"Wrong"
"Female";37;"India";4;"After";5.5;4.75;4.5;4.5;5.25;"Control_descriptive";"Wrong"
"Female";29;"USA";5;"After";5;5;2.75;5;4.75;"Fairness";"Right"
"Male";24;"USA";2;"After";5;5.25;4.25;3.5;4.75;"Authority";"Right"
"Female";21;"USA";3;"After";4.75;4.75;3.75;4.5;4.25;"Loyalty";"Wrong"
"Male";36;"USA";2;"Before";2.75;5;3;1.75;1;"Purity";"Wrong"
"Male";40;"USA";1;"Before";4;3.75;2.5;2;2.25;"Authority";"Right"
"Female";38;"USA";6;"Before";3.5;5;4;4.25;5.25;"Control_descriptive";"Wrong"
"Male";28;"USA";2;"Before";3.5;3.25;2;1.5;1.75;"Authority";"Right"
"Male";20;"USA";2;"Before";5.5;5.5;2;1.75;2.25;"Purity";"Wrong"
"Female";34;"USA";2;"After";4.25;5;3;2.5;2;"Authority";"Right"
"Male";28;"USA";5;"Before";4.5;3;4.25;3.75;1.25;"Harm";"Right"
"Male";28;"USA";5;"Before";5.25;5.5;5.25;4;5.75;"Fairness";"Wrong"
"Male";36;"USA";2;"Before";5.25;5.5;3.25;3;1.5;"Harm";"Wrong"
"Male";31;"USA";4;"Before";4.75;5;4.25;4.5;3.25;"Harm";"Right"
"Female";21;"USA";1;"Before";5;5;1.75;1;1;"Authority";"Wrong"
"Male";28;"USA";6;"Before";5.25;5.25;4.75;6;5.5;"Authority";"Wrong"
"Female";61;"USA";1;"Before";6;5.25;5.25;4.75;5;"Loyalty";"Wrong"
"Female";37;"USA";2;"Before";5.75;6;2;1.5;1.5;"Loyalty";"Right"
"Male";25;"USA";2;"After";2.75;4;3.5;3.5;2.75;"Control_descriptive";"Right"
"Female";54;"USA";3;"After";5.25;5.5;2.25;4.25;3;"Fairness";"Wrong"
"Male";70;"USA";2;"After";2.75;4.5;3;2.75;2.25;"Purity";"Right"
"Male";30;"USA";3;"Before";4.75;4.5;4;5;4.75;"Fairness";"Right"
"Female";28;"USA";3;"After";5.25;5.5;2.75;3.25;2.5;"Harm";"Right"
"Female";23;"USA";5;"Before";4.5;4.25;2.25;3.5;5.5;"Control_descriptive";"Wrong"
"Female";65;"USA";1;"Before";5;4.75;3.75;3.25;4.5;"Purity";"Wrong"
"Male";44;"USA";1;"Before";6;5.75;3.25;3.5;2.25;"Loyalty";"Right"
"Male";52;"USA";5;"After";5.5;5.25;3.75;4.5;5.5;"Purity";"Right"
"Male";22;"India";5;"After";5;4.25;4.75;4.5;4.5;"Loyalty";"Right"
"Female";34;"USA";5;"Before";4.25;3.75;4.75;5;4.75;"Control_deontic";"Wrong"
"Male";71;"India";4;"After";4.5;5.25;4.75;5.5;2.75;"Authority";"Wrong"
"Male";40;"USA";2;"After";5.25;5.5;4.25;4;2.75;"Control_deontic";"Right"
"Male";19;"USA";2;"Before";3;4.25;3.5;3.75;3;"Loyalty";"Wrong"
"Male";32;"USA";2;"After";4.5;5.25;3;1.75;2.5;"Fairness";"Right"
"Male";27;"USA";3;"Before";5;5.5;2.5;3;2.5;"Authority";"Right"
"Male";26;"USA";4;"After";4;5;5.25;4.5;5;"Harm";"Wrong"
"Male";23;"USA";3;"After";4.5;4.25;5.25;5;2;"Control_descriptive";"Wrong"
"Female";66;"USA";2;"Before";5.5;5.5;3.5;3.25;4.5;"Purity";"Wrong"
"Male";23;"USA";3;"After";4.25;4;3.5;3.5;3.5;"Control_deontic";"Right"
"Male";19;"USA";3;"Before";5.5;5;6;6;6;"Control_deontic";"Wrong"
"Male";24;"USA";4;"Before";5.25;4.5;4.25;2.75;3.25;"Control_deontic";"Wrong"
"Male";28;"USA";4;"After";4;4.25;5.25;4.75;3;"Fairness";"Wrong"
"Female";34;"USA";1;"Before";4.75;4;2;2.5;2;"Harm";"Right"
"Male";43;"USA";2;"Before";5;4.25;2.5;3.5;3.75;"Loyalty";"Wrong"
"Male";54;"USA";5;"After";4.25;4.75;3.75;3.75;3.25;"Authority";"Wrong"
"Male";23;"USA";2;"After";4.25;4.75;3.75;3.5;3.75;"Control_deontic";"Wrong"
"Female";47;"USA";2;"After";5.5;5.5;2.5;1.75;2.5;"Control_deontic";"Wrong"
"Female";26;"USA";6;"Before";3;4.5;2;4.5;5.5;"Control_deontic";"Wrong"
"Female";42;"USA";1;"Before";6;6;3.75;4;4.5;"Control_deontic";"Right"
"Female";21;"India";3;"After";4.5;5.5;5;4.5;4;"Control_descriptive";"Wrong"
"Female";47;"USA";3;"Before";5.75;5.5;4.25;3;3.5;"Control_deontic";"Wrong"
"Female";38;"USA";2;"After";5.25;5.5;3.5;1.75;1;"Authority";"Right"
"Female";25;"India";5;"After";3.75;4;3.5;4.25;4.25;"Authority";"Wrong"
"Male";27;"USA";2;"After";5;4.75;4;3.75;4.5;"Control_descriptive";"Wrong"
"Female";56;"USA";3;"Before";5;4.75;4.25;3.25;3.25;"Harm";"Right"
"Female";27;"India";4;"After";5;4.25;4.5;4.75;4;"Purity";"Wrong"
"Female";53;"USA";5;"After";4;4;3.75;4.75;4.5;"Harm";"Wrong"
"Male";21;"USA";1;"After";4.25;5;1.25;1.75;1.25;"Control_deontic";"Wrong"
"Male";27;"USA";2;"After";3.5;4.75;2.75;2.5;3.75;"Harm";"Right"
"Female";22;"India";3;"After";4.25;3.5;4.25;4.5;4.5;"Loyalty";"Wrong"
"Male";26;"USA";4;"After";5.25;5;3.5;3;4.75;"Control_deontic";"Wrong"
"Female";30;"USA";5;"After";5;5;5.25;3.25;4.25;"Harm";"Right"
"Male";22;"India";4;"After";3.75;5;4.25;3.75;4.5;"Fairness";"Wrong"
"Male";33;"USA";3;"After";4.25;5.25;5.25;4.5;4;"Purity";"Right"
"Female";60;"USA";5;"After";6;5.25;3.25;4;2;"Authority";"Right"
"Female";44;"USA";1;"Before";2.25;5;4.25;3.5;2.75;"Loyalty";"Right"
"Male";32;"USA";2;"After";3.25;3.75;2;1.75;1;"Harm";"Right"
"Male";43;"USA";2;"Before";5;5;2.5;4.25;3;"Fairness";"Right"
"Female";25;"USA";2;"Before";5;4.25;2.75;3.75;5.25;"Authority";"Right"
"Male";23;"USA";6;"Before";4.75;4.25;4;4.5;4.5;"Purity";"Right"
"Male";24;"USA";1;"Before";3.5;4.25;1.25;1.75;1.5;"Control_deontic";"Wrong"
"Male";24;"USA";2;"Before";3.5;5;1.75;2;2;"Loyalty";"Right"
"Male";21;"USA";2;"After";4.25;5.5;3.75;4;3.75;"Fairness";"Wrong"
"Male";29;"USA";3;"Before";5;5;2.25;2.75;4.5;"Purity";"Wrong"
"Female";30;"USA";3;"After";5;5;3;4.25;3.5;"Fairness";"Wrong"
"Male";23;"USA";3;"After";3.75;4;3.5;3.5;3.75;"Authority";"Wrong"
"Male";26;"USA";4;"After";5;5.5;4.25;3.5;4.25;"Control_deontic";"Wrong"
"Female";48;"USA";2;"Before";5.75;4.75;3.5;2.75;2.25;"Harm";"Wrong"
"Female";20;"USA";3;"Before";5;5;2.5;3;4.5;"Harm";"Wrong"
"Male";18;"USA";2;"Before";2.75;4.5;3.5;4;3.25;"Control_deontic";"Wrong"
"Male";21;"USA";2;"After";4.25;5.75;3.75;5.25;2;"Loyalty";"Wrong"
"Male";35;"USA";6;"Before";5;5;5;4.75;4;"Authority";"Right"
"Male";51;"USA";6;"After";4.75;5.5;5.5;5;5;"Control_descriptive";"Wrong"
"Male";42;"USA";1;"Before";4.5;4.5;3.75;4.75;4.75;"Harm";"Wrong"
"Male";37;"USA";2;"Before";5;5.25;3;2.75;2;"Purity";"Wrong"
"Female";55;"USA";4;"Before";5;5.75;5.25;4.75;5;"Purity";"Wrong"
"Male";27;"USA";2;"Before";3.5;4.5;2.75;3.25;2.75;"Control_deontic";"Wrong"
"Female";59;"USA";5;"Before";4.25;4.5;4.5;3;4.25;"Control_deontic";"Wrong"
"Female";23;"USA";3;"Before";3.5;4.5;3.5;3.5;4.75;"Loyalty";"Wrong"
"Male";38;"India";4;"After";4.5;3.75;5;5;4.5;"Fairness";"Wrong"
"Male";23;"USA";3;"Before";4.75;5;4.25;4.25;3.5;"Fairness";"Right"
"Male";44;"USA";2;"After";5;4.5;2.75;3.5;2.25;"Loyalty";"Wrong"
"Male";26;"USA";1;"After";4.25;4;2.25;1.75;2.25;"Control_descriptive";"Right"
"Female";31;"USA";2;"After";5.75;5.25;4.25;2.5;2.75;"Purity";"Wrong"
"Male";25;"USA";2;"After";2.25;4;2.75;1.75;1.75;"Control_descriptive";"Right"
"Male";43;"India";3;"After";5.5;5.75;4.75;3.75;1;"Purity";"Right"
"Male";61;"USA";2;"After";2.75;5.5;2.5;2.5;2;"Harm";"Right"
"Female";50;"USA";3;"After";6;5.25;4.5;3.25;4;"Harm";"Wrong"
"Female";28;"USA";1;"Before";4.75;4;2;2.5;1.5;"Fairness";"Right"
"Female";40;"USA";2;"After";5.5;5.75;2.75;1;1.5;"Control_deontic";"Right"
"Female";27;"USA";1;"After";4.5;5.25;2.25;2.75;2.75;"Control_descriptive";"Wrong"
"Male";31;"India";5;"After";5.25;5;5.5;5;4.75;"Fairness";"Wrong"
"Male";26;"USA";3;"Before";6;6;3.5;3.5;4;"Harm";"Right"
"Female";53;"Other";3;"Before";5;5.75;4.5;4.25;2.75;"Purity";"Right"
"Female";NA;"USA";1;"After";6;4.25;3.75;2.75;2.5;"Control_deontic";"Wrong"
"Female";29;"USA";2;"Before";4.75;4.25;3.5;4;3.5;"Control_descriptive";"Right"
"Male";28;"USA";4;"Before";5;4.5;4.75;4.25;4.25;"Loyalty";"Wrong"
"Male";20;"Other";3;"After";3.25;4;3.5;3.75;1.25;"Harm";"Right"
"Female";49;"USA";3;"After";5.75;5.75;4.25;3;1.75;"Authority";"Right"
"Female";55;"USA";3;"Before";5;5.75;3.5;3.75;3.75;"Control_descriptive";"Wrong"
"Female";23;"USA";1;"Before";3;3.5;2;2;2.75;"Harm";"Wrong"
"Male";38;"USA";4;"Before";3;4.25;1.25;2;1.5;"Authority";"Wrong"
"Male";24;"USA";4;"After";4.5;4.25;4;4.5;3.75;"Harm";"Wrong"
"Male";32;"USA";2;"Before";3.75;3.75;3.25;3;3;"Control_descriptive";"Wrong"
"Male";28;"Other";4;"After";3.75;3.5;3.5;4;3.25;"Harm";"Right"
"Female";67;"USA";6;"After";4.75;5.5;4.25;4.75;4.25;"Control_deontic";"Wrong"
"Female";26;"USA";3;"Before";3.5;4.25;2.25;2.5;2.75;"Purity";"Right"
"Female";23;"USA";4;"After";3.75;4.75;3.75;4.25;5;"Loyalty";"Right"
"Female";28;"Other";3;"After";4.75;5;2.5;3;4.5;"Authority";"Wrong"
"Female";40;"USA";1;"Before";5;4;2.75;1.75;1;"Purity";"Wrong"
"Male";49;"USA";2;"Before";6;6;4;4.75;4;"Control_descriptive";"Wrong"
"Male";25;"USA";6;"After";5.75;4.5;5;4.5;6;"Control_descriptive";"Wrong"
"Male";35;"USA";1;"Before";5;3.75;2.25;1.25;1;"Harm";"Right"
"Female";60;"USA";4;"After";4.25;2.5;4.5;2.5;3.5;"Harm";"Right"
"Female";23;"USA";1;"After";4;5.25;3;1.75;1.5;"Control_descriptive";"Right"
"Female";37;"USA";2;"After";4.75;4.5;2.75;4;3.75;"Harm";"Right"
"Female";53;"USA";3;"After";4.75;5.25;3.75;4;4;"Authority";"Right"
"Male";30;"USA";4;"Before";3.75;4.75;4.25;4;4.25;"Fairness";"Wrong"
"Female";51;"USA";5;"After";4.75;5.5;4.25;5.25;4.75;"Control_deontic";"Right"
"Female";22;"USA";2;"Before";5;5.75;2.75;2.5;1.25;"Purity";"Right"
"Female";29;"USA";3;"Before";4.75;4;3.25;3.75;4;"Harm";"Wrong"
"Male";27;"USA";2;"Before";4.75;4;4.5;4.25;2.5;"Loyalty";"Right"
"Male";32;"USA";2;"Before";5;4.75;2.75;1.25;1.75;"Fairness";"Wrong"
"Male";28;"USA";3;"After";4.5;4.5;2.75;3;2.75;"Purity";"Right"
"Male";24;"USA";3;"After";5.25;4.75;3.25;3.25;2.5;"Harm";"Wrong"
"Female";30;"USA";5;"Before";5.5;5.25;5.25;5.75;5.75;"Harm";"Wrong"
"Male";33;"USA";3;"Before";4.5;5.5;4.25;4.25;4.25;"Control_deontic";"Wrong"
"Male";44;"USA";2;"Before";4.75;5;4.25;5.5;5.75;"Authority";"Wrong"
"Female";36;"USA";5;"Before";5;5;4.75;5.25;5.75;"Control_descriptive";"Wrong"
"Female";24;"USA";4;"After";3.75;4.5;4.5;3.75;4.5;"Harm";"Wrong"
"Male";28;"USA";4;"Before";4;3.75;3.75;4.75;4;"Control_descriptive";"Wrong"
"Female";24;"USA";4;"Before";2;2.75;1.75;2.25;1.75;"Loyalty";"Right"
"Female";28;"USA";3;"After";6;5;4;2.75;1.75;"Authority";"Wrong"
"Female";28;"USA";2;"Before";4.75;4;2.75;3;2.5;"Control_deontic";"Wrong"
"Male";29;"USA";4;"After";4.75;5;3.75;4;2;"Authority";"Right"
